ip,port,org,city,country,source_file,sample_host
161.33.151.68,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.151.68:443
161.33.152.80,8080,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.152.80:8080
161.33.156.204,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.156.204:443
161.33.156.233,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.156.233
161.33.156.238,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.156.238:443
161.33.157.135,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.157.135
161.33.158.230,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.158.230:443
161.33.158.241,,ORACLE-BMC-31898 - Oracle Corporation,Inzai,Japan,2026-03-15-japan-mixed-batch-01.json,161.33.158.241
161.33.159.251,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.159.251:443
161.33.16.188,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.16.188:443
161.33.161.187,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.161.187:443
161.33.161.91,8880,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.161.91:8880
161.33.162.212,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.162.212:443
161.33.162.221,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.162.221
161.33.163.70,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.163.70:443
161.33.165.21,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.165.21:443
161.33.165.46,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.165.46:443
161.33.166.62,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.166.62:443
161.33.169.43,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.169.43:443
161.33.172.215,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.172.215
161.33.172.253,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.172.253:443
161.33.173.168,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.173.168
161.33.175.11,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.175.11
161.33.176.178,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.176.178
161.33.176.196,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.176.196:443
161.33.176.53,1443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.176.53:1443
161.33.177.114,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.177.114
161.33.177.62,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.177.62
161.33.178.154,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.178.154
161.33.181.114,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.181.114
161.33.181.124,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.181.124:443
161.33.183.85,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.183.85:443
161.33.184.82,8880,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.184.82:8880
161.33.186.23,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.186.23:443
161.33.187.132,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.187.132
161.33.188.66,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.188.66
161.33.190.207,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.190.207:443
161.33.190.243,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.190.243:443
161.33.190.30,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.190.30:443
161.33.191.119,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.191.119
161.33.192.115,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.192.115:443
161.33.192.197,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.192.197
161.33.193.130,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.193.130:443
161.33.193.144,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.193.144:443
161.33.195.131,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.195.131:443
161.33.196.108,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.196.108
161.33.197.129,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.197.129:443
161.33.198.11,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.198.11:443
161.33.198.141,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.198.141:443
161.33.198.198,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.198.198
161.33.201.3,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.201.3
161.33.201.78,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.201.78:443
161.33.202.253,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.202.253:443
161.33.202.69,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.202.69:443
161.33.203.233,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.203.233
161.33.204.103,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.204.103
161.33.205.222,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.205.222:443
161.33.205.235,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.205.235:443
161.33.207.116,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.207.116:443
161.33.207.135,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.207.135:443
161.33.207.215,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.207.215
161.33.208.222,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.208.222:443
161.33.209.180,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.209.180:443
161.33.212.35,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.212.35:443
161.33.212.44,1443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.212.44:1443
161.33.214.178,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.214.178:443
161.33.215.70,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.215.70
161.33.216.141,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.216.141:443
161.33.216.197,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.216.197:443
161.33.218.209,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.218.209:443
161.33.219.223,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.219.223
161.33.219.226,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.219.226:443
161.33.220.155,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.220.155:443
161.33.220.35,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.220.35:443
161.33.221.182,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.221.182:443
161.33.221.40,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.221.40
161.33.223.124,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.223.124:443
161.33.223.142,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.223.142:443
161.33.230.220,1013,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.230.220:1013
161.33.38.253,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.38.253
161.33.7.221,8443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.7.221:8443
161.33.76.218,8443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.76.218:8443
161.33.79.188,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.79.188
162.144.22.161,80,Oracle Corporation,Provo,US,2026-03-15-oracle-us-batch-01.csv,cpanel.theleadspromax.com
162.241.216.29,80,Oracle Corporation,Provo,US,2026-03-15-oracle-us-batch-01.csv,mixstreamintegration.com
162.241.218.232,80,Oracle Corporation,Provo,US,2026-03-15-oracle-us-batch-01.csv,www.kristichurch.com
162.241.224.104,443,ORACLE-BMC-31898,Provo,US,2026-03-15-oracle-us-batch-01.csv,https://www.ytminingmachine.com
162.241.224.194,443,Oracle Corporation,Provo,US,2026-03-15-oracle-us-batch-01.csv,https://store.merakiunited.com
162.241.225.84,80,Oracle Corporation,Provo,US,2026-03-15-oracle-us-batch-01.csv,mail.urbanrootsphotography.com
162.241.226.181,443,Oracle Corporation,Provo,US,2026-03-15-oracle-us-batch-01.csv,https://www.aresofmocotx.org
162.241.248.14,443,Oracle Corporation,Provo,US,2026-03-15-oracle-us-batch-01.csv,https://bakertilly.mx
162.241.252.239,80,Oracle Corporation,Provo,US,2026-03-15-oracle-us-batch-01.csv,www.2creative.co
162.241.255.177,443,ORACLE-BMC-31898,Provo,US,2026-03-15-oracle-us-batch-01.csv,https://card.janieseltzer.com
163.192.109.26,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://163.192.109.26
163.192.125.75,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://regalrevenantinc.com
163.192.195.247,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://163.192.195.247:8443
163.192.29.103,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,163.192.29.103:8443
163.192.30.5,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://163.192.30.5
163.192.39.163,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://163.192.39.163
163.192.4.126,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://163.192.4.126:8443
163.192.44.187,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://163.192.44.187
163.192.47.170,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,163.192.47.170:443
163.192.47.40,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://163.192.47.40
163.192.51.35,2209,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://163.192.51.35:2209
163.192.51.91,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://impact-plumbing.com
163.192.7.69,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://163.192.7.69
163.61.207.200,,DODO-CORE DODO K.K.,Funabashi,Japan,2026-03-15-japan-mixed-batch-01.json,163.61.207.200
163.61.207.74,,DODO-CORE DODO K.K.,Funabashi,Japan,2026-03-15-japan-mixed-batch-01.json,163.61.207.74
164.152.16.123,443,Oracle Corporation,Chicago,US,2026-03-15-oracle-us-batch-01.csv,https://164.152.16.123
164.152.23.251,443,Oracle Corporation,Chicago,US,2026-03-15-oracle-us-batch-01.csv,https://164.152.23.251
164.152.28.191,443,Oracle Corporation,Chicago,US,2026-03-15-oracle-us-batch-01.csv,https://164.152.28.191
164.152.30.179,443,Oracle Corporation,Chicago,US,2026-03-15-oracle-us-batch-01.csv,https://164.152.30.179
165.1.65.1,2222,ORACLE-BMC-31898,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://165.1.65.1:2222
165.1.66.231,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://165.1.66.231
165.1.66.87,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://fs4.poihub.com
165.1.68.13,8443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://165.1.68.13:8443
165.1.69.84,8443,ORACLE-BMC-31898,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://165.1.69.84:8443
165.1.73.141,443,ORACLE-BMC-31898,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://165.1.73.141
165.1.74.181,8443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://165.1.74.181:8443
165.154.231.51,,SCLOUDPTELTD-AS Scloud Pte Ltd,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,165.154.231.51
166.1.61.85,,HOST-AS-AP Host Universal Pty Ltd,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,yobanok.jp
167.179.115.112,,"AS-VULTR - The Constant Company, LLC",Ōi,Japan,2026-03-15-japan-mixed-batch-01.json,167.179.115.112.vultrusercontent.com
167.179.82.110,,"AS-VULTR - The Constant Company, LLC",Ōi,Japan,2026-03-15-japan-mixed-batch-01.json,167.179.82.110
167.234.214.60,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://167.234.214.60
167.234.215.156,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://167.234.215.156
167.234.217.135,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://167.234.217.135:8443
167.234.219.172,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,167.234.219.172:443
167.234.219.180,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://167.234.219.180
167.234.221.72,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,167.234.221.72:443
167.234.238.214,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://167.234.238.214:8443
167.234.255.190,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://167.234.255.190
168.107.0.159,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.0.159:443
168.107.1.104,4433,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.1.104:4433
168.107.1.225,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.1.225:443
168.107.1.98,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.1.98:443
168.107.10.206,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.10.206:443
168.107.12.155,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.12.155
168.107.13.136,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.13.136:8443
168.107.15.222,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.15.222
168.107.16.255,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.16.255:443
168.107.18.146,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.18.146:443
168.107.2.53,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.2.53:443
168.107.20.169,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.20.169:443
168.107.20.73,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.20.73
168.107.24.117,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.24.117
168.107.26.137,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.26.137
168.107.26.225,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.26.225:443
168.107.27.227,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.27.227:443
168.107.27.71,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.27.71:443
168.107.28.43,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.28.43
168.107.28.77,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.28.77
168.107.29.208,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.29.208
168.107.29.228,4096,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.29.228:4096
168.107.29.97,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.29.97:8443
168.107.3.252,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.3.252
168.107.32.27,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.32.27:443
168.107.33.34,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.33.34:443
168.107.34.98,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.34.98
168.107.35.157,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.35.157
168.107.35.19,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.35.19
168.107.38.93,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.38.93:443
168.107.39.109,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.39.109:443
168.107.39.64,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.39.64:443
168.107.4.28,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.4.28:443
168.107.40.46,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.40.46
168.107.42.109,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.42.109:443
168.107.42.40,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.42.40
168.107.42.86,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.42.86
168.107.43.198,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.43.198:443
168.107.43.215,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.43.215:443
168.107.43.80,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.43.80:443
168.107.44.62,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.44.62:443
168.107.46.1,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.46.1:443
168.107.46.112,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.46.112:443
168.107.47.190,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.47.190:443
168.107.47.202,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.47.202:443
168.107.49.225,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.49.225:443
168.107.5.162,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.5.162
168.107.51.242,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.51.242:443
168.107.53.187,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.53.187
168.107.53.214,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.53.214:8443
168.107.57.178,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.57.178:443
168.107.57.99,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.57.99:443
168.107.59.13,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.59.13
168.107.59.93,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.59.93:443
168.107.6.237,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.6.237:443
168.107.61.240,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.61.240
168.107.62.19,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.62.19
168.107.62.234,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.62.234:443
168.107.62.39,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.62.39:443
168.107.63.70,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.63.70:443
168.107.9.15,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://168.107.9.15
168.107.9.54,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.9.54:443
168.110.49.147,443,ORACLE-BMC-31898,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.49.147:443
168.110.51.229,443,ORACLE-BMC-31898,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.51.229:443
168.110.51.55,443,Oracle Corporation,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.51.55:443
168.110.52.52,443,Oracle Corporation,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.52.52:443
168.110.53.180,443,ORACLE-BMC-31898,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.53.180:443
168.110.54.166,443,Oracle Corporation,Miami,US,2026-03-15-oracle-us-batch-01.csv,https://168.110.54.166
168.110.54.26,443,Oracle Corporation,Miami,US,2026-03-15-oracle-us-batch-01.csv,https://168.110.54.26
168.110.56.76,443,Oracle Corporation,Miami,US,2026-03-15-oracle-us-batch-01.csv,https://168.110.56.76
168.110.57.171,443,ORACLE-BMC-31898,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.57.171:443
168.110.57.246,443,Oracle Corporation,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.57.246:443
168.110.57.4,443,ORACLE-BMC-31898,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.57.4:443
168.110.58.70,443,ORACLE-BMC-31898,Miami,US,2026-03-15-oracle-us-batch-01.csv,https://168.110.58.70
168.110.61.70,443,Oracle Corporation,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.61.70:443
168.110.62.126,443,ORACLE-BMC-31898,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.62.126:443
168.110.62.140,443,Oracle Corporation,Miami,US,2026-03-15-oracle-us-batch-01.csv,https://168.110.62.140
168.110.62.62,443,ORACLE-BMC-31898,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.62.62:443
168.110.62.86,443,Oracle Corporation,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.62.86:443
168.138.165.174,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,168.138.165.174:443
168.138.169.46,10001,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,168.138.169.46:10001
168.138.171.47,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.171.47
168.138.172.212,9999,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.172.212:9999
168.138.173.212,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.173.212
168.138.176.115,6666,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.176.115:6666
168.138.177.109,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.177.109
168.138.178.59,8443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.178.59:8443
168.138.181.202,2086,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.181.202:2086
168.138.182.151,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.182.151
168.138.182.212,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.182.212
168.138.183.121,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.183.121
168.138.185.140,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.185.140
168.138.188.174,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.188.174
168.138.189.181,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.189.181
168.138.191.251,8084,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://168.138.191.251:8084
168.138.192.184,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.192.184:8443
168.138.192.236,9443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.192.236:9443
168.138.194.74,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,168.138.194.74:443
168.138.196.206,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,168.138.196.206:8443
168.138.201.101,8008,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.201.101:8008
168.138.202.49,5443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.202.49:5443
168.138.209.146,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.209.146
168.138.209.171,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.209.171
168.138.210.159,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.210.159:8443
168.138.212.80,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,168.138.212.80:443
168.138.216.195,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,168.138.216.195:443
